castle-link-href
https://www.stravaiging.com/history/castle/abbey-house-melrose/
https://www.stravaiging.com/history/castle/abbot-house-dunfermline/
https://www.stravaiging.com/history/castle/abbots-tower-new-abbey/
https://www.stravaiging.com/history/castle/abbotrule/
https://www.stravaiging.com/history/castle/abbotshall-kirkcaldy/
https://www.stravaiging.com/history/castle/abbots-tower-crossraguel/
https://www.stravaiging.com/history/castle/abden/
https://www.stravaiging.com/history/castle/abercairny-castle/
https://www.stravaiging.com/history/castle/abercorn-castle/
https://www.stravaiging.com/history/castle/abercrombie-castle/
https://www.stravaiging.com/history/castle/aberdalgie/
https://www.stravaiging.com/history/castle/aberdeen-castle/
https://www.stravaiging.com/history/castle/aberdour-castle/
https://www.stravaiging.com/history/castle/abergairn-castle/
https://www.stravaiging.com/history/castle/abergeldie-castle/
https://www.stravaiging.com/history/castle/aberlednock/
https://www.stravaiging.com/history/castle/aberscors/
https://www.stravaiging.com/history/castle/abertarff/
https://www.stravaiging.com/history/castle/aberuchill-castle/
https://www.stravaiging.com/history/castle/abington-motte/
https://www.stravaiging.com/history/castle/aboyne-castle/
https://www.stravaiging.com/history/castle/achadun-castle/
https://www.stravaiging.com/history/castle/achadunan-motte/
https://www.stravaiging.com/history/castle/achallader-castle/
https://www.stravaiging.com/history/castle/achnacarry/
https://www.stravaiging.com/history/castle/achnacloich-castle/
https://www.stravaiging.com/history/castle/achnakeil-castle/
https://www.stravaiging.com/history/castle/ackergill-tower/
https://www.stravaiging.com/history/castle/adams-castle/
https://www.stravaiging.com/history/castle/addistoun/
https://www.stravaiging.com/history/castle/affleck-castle/
https://www.stravaiging.com/history/castle/aikenway-castle/
https://www.stravaiging.com/history/castle/aiket-castle/
https://www.stravaiging.com/history/castle/aikwood-tower/
https://www.stravaiging.com/history/castle/ailsa-craig-castle/
https://www.stravaiging.com/history/castle/airds-castle/
https://www.stravaiging.com/history/castle/airdit-house/
https://www.stravaiging.com/history/castle/airdrie/
https://www.stravaiging.com/history/castle/airleywight/
https://www.stravaiging.com/history/castle/airlie-castle/
https://www.stravaiging.com/history/castle/airth-castle/
https://www.stravaiging.com/history/castle/airthrey-castle/
https://www.stravaiging.com/history/castle/airyolland/
https://www.stravaiging.com/history/castle/aithernie-castle/
https://www.stravaiging.com/history/castle/albie/
https://www.stravaiging.com/history/castle/aldbar-castle/
https://www.stravaiging.com/history/castle/alderstone-house/
https://www.stravaiging.com/history/castle/aldie-castle/
https://www.stravaiging.com/history/castle/aldourie-castle/
https://www.stravaiging.com/history/castle/alemoor-tower/
https://www.stravaiging.com/history/castle/allanmouth-tower/
https://www.stravaiging.com/history/castle/allanshaws/
https://www.stravaiging.com/history/castle/allerbeck/
https://www.stravaiging.com/history/castle/alloa-tower/
https://www.stravaiging.com/history/castle/alloway-mote/
