castle-link-href
https://www.stravaiging.com/history/castle/abbey-house-melrose/
https://www.stravaiging.com/history/castle/abbot-house-dunfermline/
https://www.stravaiging.com/history/castle/abbots-tower-new-abbey/
https://www.stravaiging.com/history/castle/abbotrule/
https://www.stravaiging.com/history/castle/abbotshall-kirkcaldy/
